PC1,PC2,PC3,PC4,PC5,Churn
0.1300524126974063,-0.825745805931873,-0.1485303872579273,0.12820632101387613,0.7035016514437442,0
-0.4716255720288328,0.47180867872639504,1.1455664809320472,-0.2631863574424485,0.20929522205703577,0
-0.0694101255520998,0.10220266153969898,0.2573666910535234,0.33288388707270083,0.9206655169347999,1
-0.5243840369817621,0.5125096338702466,1.1352289669001991,-0.23792862027174788,0.1937477826489173,0
0.8417938577226884,-0.7343662744654887,-0.26395627127168164,-0.07048868832866667,0.10053256851086967,1
0.9534360896634602,-0.6180823330789182,-0.2638236689887513,-0.09155657278673851,0.029679932153423294,1
0.5675425316704832,-0.17823398372046717,-0.1705596309504314,0.3346336706757059,-0.3186273924719233,0
-0.5652598581332828,0.14580856363794076,0.43379545888406756,-0.47278415193815215,0.6521203197495677,0
1.0053461073471261,-0.39599610537323443,-0.2778008077856614,-0.07430873032535606,-0.08794818928887277,1
-0.4509097538777712,0.7088645481727112,1.1248646582040178,-0.23252518402517708,0.08656602280322565,0
-0.07617929376070365,0.1830241475885282,0.24868062144531117,0.34824976024749615,0.8801929344365242,0
-1.3139001052008759,-0.08833339095961246,-0.5632224956044815,-0.17083273784175249,-0.17412153254021967,0
0.22435782097475732,0.3075703244668652,0.7158391134495865,-0.2636581367705322,-1.0940680236334805,0
0.6657216264292753,0.13865095857567905,-0.18822870957029073,0.3506577761312953,-0.48905704509768316,1
1.0834222570816243,0.12068902642735585,0.022130342391090033,-0.25263845946962027,0.47472775971246745,0
0.2080752255576701,1.4279468359746175,-0.26686617518213607,-0.6849541943285373,-0.3936555608814815,0
-1.1222788450804535,-0.22469226050894497,0.6848302240734964,0.11252384651647229,-0.5595456376076506,0
0.17692753787026727,1.4085913484845742,-0.2693158169481187,-0.6770243621012803,-0.38095769594759615,0
-0.5536103597779606,-0.3476153386788739,0.14019333235918116,-0.32267007786187285,0.06800857461306646,1
0.9354358030530547,-0.5129797232910982,-0.2749177809311182,-0.06825490682504248,-0.02157953993261541,0
0.16455426255980987,-0.8076212898711559,-0.14698431232215878,0.11882926860816306,0.6905888895965164,1
-1.135831442052618,-0.5097200475086396,0.7139638366833445,0.07174520833047976,-0.4120623037211317,0
-1.1115450219404448,-0.6491582468081093,-0.003068453813808353,-0.14984922601088246,-0.07622684679421515,1
-0.28122778513511126,0.5063663680640513,-0.6294358179000958,0.5236165291207104,0.07014692482183743,0
-0.4209229492997563,0.5493411581945749,0.4098104262875719,-0.45939224486460095,0.43182673087328854,0
-0.043578818418509746,0.336445849571864,0.23703516997893193,0.36125633731060186,0.7986795265385727,0
1.011939338541448,-0.21982425539742112,-0.29267626606665587,-0.04833257769649252,-0.17772945003973334,1
-0.28267887437303907,-0.7957202603135529,0.03761385744815762,-0.7092159548611707,0.4331338876583477,1
-0.04947452792026552,1.309714437542268,-0.3375106533786898,0.33676189749348157,0.47234410330442556,0
-0.09787135920868784,-0.2937086435498346,-0.04955422523626982,0.5129196735553678,0.2912185309916532,1
0.544930266988392,1.3364030995726508,-0.45698564318122037,0.16950535592732097,-0.08482975612202198,0
0.5633198819109204,-0.3614999160310095,-0.15479872485173715,0.3066743496576885,-0.2255005680844438,0
-0.4392073810056814,0.4438833284530464,1.1521294903992125,-0.2791770467096521,0.22030658664040464,0
-1.111368992094208,-0.6490657747873914,-0.0030605656763809663,-0.14989706811499326,-0.07629272823221123,0
-0.5955605240091659,-0.44108939274208325,0.14523366444389774,-0.3227276690313944,0.12005579945291386,0
0.15098088392942666,1.3974580013304962,-0.27110788640390293,-0.6695879543497447,-0.3726563607356564,0
0.8407143266060426,-0.7108578127799231,-0.2663181253169147,-0.06633262045511873,0.08869375128146567,1
0.5411844064345681,0.00926226212984943,-0.19047273331189937,0.3741261203506881,-0.410927863758021,0
1.0183477741304334,-0.3357957781249386,-0.2819790106832488,-0.069264489777557,-0.11982198544667272,1
0.5855694651914727,-0.26454410172955045,-0.16107661833633566,0.314345512167382,-0.27685810229609703,1
-0.5995227949604849,-0.29608566352132365,0.8644384441803702,-0.10744520919979061,-0.22051050466457556,0
-0.14670050561711379,1.2004651807622375,-0.3392447106863574,0.3537302957549037,0.5372497546129498,0
-1.129394905916058,-0.46812692521526644,0.7104455627440178,0.07612098124385697,-0.43395107248689385,0
-0.1091349480373045,1.1753271549401183,-0.3324531775242149,0.3363542428986969,0.5462943933506349,0
0.38789180462903183,-0.08083683680029718,0.1475447771494468,-0.0774758739631421,1.131203190456576,0
0.9465138625553344,-0.26709880830588484,-0.29640770038762065,-0.032705752281214695,-0.14741277336327568,0
-0.5807851296042228,-0.4255389507006495,0.14513067792926723,-0.325494470848926,0.11055928084979405,0
0.8765491146328497,-0.7166470629313734,-0.26238503063926844,-0.0800225641419548,0.08778514913086682,1
-0.11897225563218161,1.0808343114512189,-0.32438436344042065,0.32469354955865665,0.5953730169841548,0
-0.17407334137807762,1.1608499405028099,-0.33925872742201,0.3570709025321133,0.5598920112327221,0
0.9659489643256378,-0.29705493823950435,-0.2911146474567502,-0.04440883734098483,-0.13405968394488527,0
0.6758825648681581,0.3237718484727244,0.13377325399687917,0.1431772937307415,0.24830963461625194,1
0.009978607217062896,0.3394174536812303,0.24290716599675563,0.34270666138335776,0.7918092505499812,0
0.5180304588674278,-0.33300563385297105,-0.16156121274841131,0.3273840156605408,-0.23503407863342501,1
0.04395550664349468,0.7386582931049999,0.9431039466739347,0.5853445712554262,0.3185432017287411,0
0.952800887045016,-0.5263748655069425,-0.2718661154834101,-0.07658259829531017,-0.01658876675123494,1
0.7266068954438905,0.8813557564061918,0.8235356305528732,0.40538807205673405,-0.3061273645803391,0
1.0540710227730008,0.070923083730493,0.4198237097077713,0.17404053197963626,-0.5963031386521938,0
-1.2849932557985022,0.057852430504456154,-0.5754629562926131,-0.15771067246532275,-0.2518965118890562,0
0.5199437785844068,0.8570348807925903,-0.7536489513085723,0.3349929072419882,-0.671525162554858,0
1.0153080087522197,-0.21938757252745544,-0.29249112225915175,-0.04946586497439226,-0.17834609681287455,0
0.623232787232993,0.19901114312513107,-0.19847189854729572,0.375454475304647,-0.5153410184620386,0
-0.68583390004419,1.1186115629606308,-0.15872888968151447,-0.45681336158029595,0.33575993002730303,0
-0.16145202762482302,-0.24757346492921875,0.673234131229886,0.733558068096273,0.007230775952083185,0
0.5215919550979813,-0.5904859386339925,-0.07929643849080073,-0.9225643480543821,-0.23741550531509464,1
0.29260338021179044,-0.7225155606146005,-0.1428344516087308,0.08689483681996951,0.6336386646820136,0
0.8976874678961175,-0.2360172370092406,0.42932268771369664,0.1802676535429188,-0.4252939608164383,0
-0.6418299818445303,0.3615689853145702,-0.4205055014463287,-0.3603735149862569,-0.11653884992993807,0
-1.3021785448565015,0.1511467191388815,-0.587902649828486,-0.13669939557434654,-0.29815676185326806,0
0.6002219996153773,0.2364108090365093,0.13443068834319644,0.15607950801215498,0.3006502774005883,0
-0.5821822556951727,-0.43406151916751945,0.1458331628883794,-0.32636366894381375,0.11504881016521332,0
-0.3422592560667112,-0.5786711491858996,0.39345043203667274,0.5490134576764483,0.002524674384790482,0
0.6040165773454087,1.3330102366884158,-0.44949751080636446,0.14798565597861774,-0.08888440895925481,0
