PC1,PC2,PC3,PC4,PC5,Actual
-0.191769599462981,-0.4822571083220766,0.0156515837011547,-0.6913146328141064,0.2638126156323306,0
0.1734760834909906,0.2989491670106108,0.3160975572762465,-0.6711370279490395,0.0152441961244664,0
-0.7251395804830241,0.6522312582219176,-0.1157036787953639,-0.5175629472183552,0.5778350585888551,0
-0.2568618764924105,0.2673074123429548,-0.6037937313910853,0.4766005774889524,0.1892274181697306,0
-0.2321583085030911,-0.7691807903675028,0.0398777528898186,-0.7229466387409649,0.4142259149534785,0
-0.186383435554018,0.6582838304862144,-0.6323268996783374,0.5143294936266363,-0.0163081262738597,0
-1.112777230864102,-0.6498055509531349,-0.0031236707758,-0.149514331282107,-0.0757656767282427,0
-0.5213296382984554,-0.0841367090073199,0.1183572118830955,-0.2918750170730417,-0.069287332310245,0
-0.2772175595671733,0.5620353744308968,-0.6345871853969056,0.531112518460839,0.0413425504074614,0
-0.4249939147381576,0.2452850716613322,0.8324592034475621,-0.0825908946320873,-0.5132794515109016,0
-0.4595164600779617,0.1684174400986884,0.4422054554818356,-0.5067875239968463,0.6294768918714512,0
-0.0832244338333864,0.1178673016456138,0.2544637731782452,0.3403125609114355,0.9141504963264002,0
-0.4933031607460456,0.1269139399362724,0.4429966754307446,-0.5014150882359867,0.6542097793007748,0
-0.0411739260991601,0.0796670019145979,0.3197798587860839,-0.8881404928974521,0.7963013326041337,0
0.9786709689497696,-0.3459860423850265,-0.2851608568528334,-0.0567875529403503,-0.1105260327079011,0
0.3230396162273352,0.5236600490145951,-0.7469643480885922,0.3513452134442037,-0.483268704997813,0
0.6433344837967261,0.4447863162174808,0.1197271316681692,0.1742103073852053,0.1905039990876197,0
0.1645302025426815,-0.6081865438047669,-0.1673646945964282,0.1507848752895772,0.5887396406945866,0
-1.313900105200876,-0.0883333909596124,-0.5632224956044815,-0.1708327378417524,-0.1741215325402196,0
-1.110101147828098,-0.6134184164409111,-0.0067275946580799,-0.1446442356908569,-0.0946859475507738,0
0.9819940164833808,0.1433636646559339,0.7427491625238453,-0.0223215919746949,0.2064312339749471,0
-0.8620795844711372,0.2026296808785412,-0.7790649465222792,0.7040638832879544,-0.0720952646347808,0
0.590039349164331,1.3959482148927935,-0.4564490480437887,0.1630778956107088,-0.1192384012753431,0
-0.2020549878646343,-0.2821405756389417,-0.062141840373412,0.5518079404336478,0.295941208210309,0
0.9150138453476826,-0.2804051865549695,0.4354283176605242,0.1669845603316794,-0.4045101240062245,0
-1.1103128130167874,-0.6485109426630837,-0.0030132368518166,-0.1501841207396579,-0.0766880168601875,1
0.8783191922075042,-0.6884712661268769,-0.2647005076633839,-0.0761230943475437,0.0733478041409549,1
0.83529735054651,-0.7465920451871678,-0.2634560215738857,-0.0701392904881388,0.1074256261675546,1
0.9801685678463928,-0.5649086186348442,-0.2658906991513464,-0.0925234846136556,-4.588132416266655e-05,0
0.9353911823963472,-0.6577249906074958,-0.2621626610422624,-0.0915093539937353,0.0516181030446715,1
-0.0690540862861111,1.2832584391558448,-0.3374079602793731,0.3394652252839361,0.4876890031336559,0
0.8648487056191261,-0.7137645116410775,-0.2637062488639277,-0.0753910490766407,0.087598150282592,1
-1.1049911390291582,-0.4429417972955643,-0.0243700225765989,-0.1191847796164792,-0.1825511469242404,1
-0.716416942511473,-0.4447174125664736,0.5184225699893976,0.9219968027611318,-0.19105792361986,0
-1.2805756346084125,0.1873367155394491,-0.5887024003072393,-0.1385595738540274,-0.3186519963294776,0
1.1071349836966191,0.4102611217907905,0.7324562662849872,-0.0239175104587655,0.0585339882613943,1
0.8477069386026772,-0.6732776434100363,-0.2691357393404775,-0.0627878566775362,0.0688801371209801,0
0.9196388043132826,-0.5430203463153229,-0.2739373572179597,-0.0674663950201158,-0.0047549741329447,0
0.2070855776695298,-0.6984621592126808,-0.1535237213599063,0.1211944843451817,0.6304863132041194,0
0.6151148036370091,0.1483062743982523,0.5390781120307351,0.5608145934016378,-0.7559641582725827,0
0.7291296217346104,0.5538862508303897,0.1191028088806016,0.1612350620150707,0.1264381254416404,0
0.6150514379766976,0.001326626179156,-0.1814412619437629,0.3466022048368805,-0.4143641535067471,0
-1.114889589018943,-0.6509152152017502,-0.0032183284249287,-0.1489402260327776,-0.07497509947229,0
0.9527079998864084,-0.5990954413743647,-0.2654837446828787,-0.0882414201944382,0.0201866894809161,1
-0.5897511416071194,-0.3463821655183369,0.1363592626635772,-0.309614945814085,0.0711556595694222,0
-0.0573456552020024,-0.1792848350233392,0.6775504638300455,0.7074850830585397,-0.0383040542583987,1
-0.3278971505223802,0.5242742620952561,-0.2377881657471768,-0.8977516480693284,0.7663489562444108,0
-1.1094753445318648,-0.6196734013500083,-0.0059653642072483,-0.1458664140817123,-0.0915357696709201,0
0.4526480547459988,-0.6147610469542406,-0.0838228642228328,-0.9019224014506552,-0.2177892122691249,1
0.6667596517092595,0.2690836518922323,-0.1999935020805577,0.3712423884103953,-0.555255097193537,0
-0.5592983756843949,-0.4220401564741866,0.1468586207539401,-0.3325831424782152,0.1064842232257255,0
0.9684356625848156,-0.3449827675623653,-0.2863484789037244,-0.0529869302013581,-0.1099813228066834,1
